initial leftsum: 131072
i: 16110, data[i]: 512, leftsum = 130560, rightSum = 512
i: 4292, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4291, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4290, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4289, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4288, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4287, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4286, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4285, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4284, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4283, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4282, data[i]: 0, leftsum = 89350, rightSum = 41722
i: 4281, data[i]: 1, leftsum = 89349, rightSum = 41723
i: 4280, data[i]: 0, leftsum = 89349, rightSum = 41723
i: 4279, data[i]: 1, leftsum = 89348, rightSum = 41724
i: 4278, data[i]: 0, leftsum = 89348, rightSum = 41724
i: 4277, data[i]: 0, leftsum = 89348, rightSum = 41724
i: 4276, data[i]: 0, leftsum = 89348, rightSum = 41724
i: 4275, data[i]: 1, leftsum = 89347, rightSum = 41725
i: 4274, data[i]: 0, leftsum = 89347, rightSum = 41725
i: 4273, data[i]: 0, leftsum = 89347, rightSum = 41725
i: 4272, data[i]: 0, leftsum = 89347, rightSum = 41725
i: 4271, data[i]: 0, leftsum = 89347, rightSum = 41725
i: 4270, data[i]: 0, leftsum = 89347, rightSum = 41725
i: 4269, data[i]: 1, leftsum = 89346, rightSum = 41726
i: 4268, data[i]: 1, leftsum = 89345, rightSum = 41727
i: 4267, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4266, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4265, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4264, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4263, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4262, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4261, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4260, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4259, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4258, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4257, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4256, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4255, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4254, data[i]: 0, leftsum = 89345, rightSum = 41727
i: 4253, data[i]: 1, leftsum = 89344, rightSum = 41728
i: 4252, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4251, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4250, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4249, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4248, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4247, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4246, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4245, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4244, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4243, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4242, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4241, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4240, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4239, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4238, data[i]: 0, leftsum = 89344, rightSum = 41728
i: 4237, data[i]: 2, leftsum = 89342, rightSum = 41730
i: 4236, data[i]: 1, leftsum = 89341, rightSum = 41731
i: 4235, data[i]: 1, leftsum = 89340, rightSum = 41732
i: 4234, data[i]: 2, leftsum = 89338, rightSum = 41734
i: 4233, data[i]: 2, leftsum = 89336, rightSum = 41736
i: 4232, data[i]: 4, leftsum = 89332, rightSum = 41740
i: 4231, data[i]: 2, leftsum = 89330, rightSum = 41742
i: 4230, data[i]: 1, leftsum = 89329, rightSum = 41743
i: 4229, data[i]: 1, leftsum = 89328, rightSum = 41744
i: 4228, data[i]: 0, leftsum = 89328, rightSum = 41744
i: 4227, data[i]: 1, leftsum = 89327, rightSum = 41745
i: 4226, data[i]: 1, leftsum = 89326, rightSum = 41746
i: 4225, data[i]: 1, leftsum = 89325, rightSum = 41747
i: 4224, data[i]: 1, leftsum = 89324, rightSum = 41748
i: 4223, data[i]: 1, leftsum = 89323, rightSum = 41749
i: 4222, data[i]: 1, leftsum = 89322, rightSum = 41750
i: 4221, data[i]: 2, leftsum = 89320, rightSum = 41752
i: 4220, data[i]: 4, leftsum = 89316, rightSum = 41756
i: 4219, data[i]: 1, leftsum = 89315, rightSum = 41757
i: 4218, data[i]: 1, leftsum = 89314, rightSum = 41758
i: 4217, data[i]: 2, leftsum = 89312, rightSum = 41760
i: 4216, data[i]: 4, leftsum = 89308, rightSum = 41764
i: 4215, data[i]: 1, leftsum = 89307, rightSum = 41765
i: 4214, data[i]: 0, leftsum = 89307, rightSum = 41765
i: 4213, data[i]: 0, leftsum = 89307, rightSum = 41765
i: 4212, data[i]: 0, leftsum = 89307, rightSum = 41765
i: 4211, data[i]: 0, leftsum = 89307, rightSum = 41765
i: 4210, data[i]: 1, leftsum = 89306, rightSum = 41766
i: 4209, data[i]: 1, leftsum = 89305, rightSum = 41767
i: 4208, data[i]: 1, leftsum = 89304, rightSum = 41768
i: 4207, data[i]: 1, leftsum = 89303, rightSum = 41769
i: 4206, data[i]: 0, leftsum = 89303, rightSum = 41769
i: 4205, data[i]: 0, leftsum = 89303, rightSum = 41769
i: 4204, data[i]: 0, leftsum = 89303, rightSum = 41769
i: 4203, data[i]: 0, leftsum = 89303, rightSum = 41769
i: 4202, data[i]: 0, leftsum = 89303, rightSum = 41769
i: 4201, data[i]: 1, leftsum = 89302, rightSum = 41770
i: 4200, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4199, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4198, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4197, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4196, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4195, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4194, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4193, data[i]: 0, leftsum = 89302, rightSum = 41770
i: 4192, data[i]: 1, leftsum = 89301, rightSum = 41771
i: 4191, data[i]: 0, leftsum = 89301, rightSum = 41771
i: 4190, data[i]: 1, leftsum = 89300, rightSum = 41772
i: 4189, data[i]: 0, leftsum = 89300, rightSum = 41772
i: 4188, data[i]: 0, leftsum = 89300, rightSum = 41772
i: 4187, data[i]: 0, leftsum = 89300, rightSum = 41772
i: 4186, data[i]: 0, leftsum = 89300, rightSum = 41772
i: 4185, data[i]: 2, leftsum = 89298, rightSum = 41774
i: 4184, data[i]: 1, leftsum = 89297, rightSum = 41775
i: 4183, data[i]: 1, leftsum = 89296, rightSum = 41776
i: 4182, data[i]: 4, leftsum = 89292, rightSum = 41780
i: 4181, data[i]: 4, leftsum = 89288, rightSum = 41784
i: 4180, data[i]: 4, leftsum = 89284, rightSum = 41788
i: 4179, data[i]: 4, leftsum = 89280, rightSum = 41792
i: 4178, data[i]: 32, leftsum = 89248, rightSum = 41824
i: 4177, data[i]: 16, leftsum = 89232, rightSum = 41840
i: 4176, data[i]: 16, leftsum = 89216, rightSum = 41856
i: 4175, data[i]: 4, leftsum = 89212, rightSum = 41860
i: 4174, data[i]: 2, leftsum = 89210, rightSum = 41862
i: 4173, data[i]: 2, leftsum = 89208, rightSum = 41864
i: 4172, data[i]: 4, leftsum = 89204, rightSum = 41868
i: 4171, data[i]: 4, leftsum = 89200, rightSum = 41872
i: 4170, data[i]: 2, leftsum = 89198, rightSum = 41874
i: 4169, data[i]: 2, leftsum = 89196, rightSum = 41876
i: 4168, data[i]: 4, leftsum = 89192, rightSum = 41880
i: 4167, data[i]: 8, leftsum = 89184, rightSum = 41888
i: 4166, data[i]: 2, leftsum = 89182, rightSum = 41890
i: 4165, data[i]: 2, leftsum = 89180, rightSum = 41892
i: 4164, data[i]: 1, leftsum = 89179, rightSum = 41893
i: 4163, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4162, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4161, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4160, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4159, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4158, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4157, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4156, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4155, data[i]: 0, leftsum = 89179, rightSum = 41893
i: 4154, data[i]: 1, leftsum = 89178, rightSum = 41894
i: 4153, data[i]: 1, leftsum = 89177, rightSum = 41895
i: 4152, data[i]: 1, leftsum = 89176, rightSum = 41896
i: 4151, data[i]: 0, leftsum = 89176, rightSum = 41896
i: 4150, data[i]: 2, leftsum = 89174, rightSum = 41898
i: 4149, data[i]: 1, leftsum = 89173, rightSum = 41899
i: 4148, data[i]: 0, leftsum = 89173, rightSum = 41899
i: 4147, data[i]: 0, leftsum = 89173, rightSum = 41899
i: 4146, data[i]: 0, leftsum = 89173, rightSum = 41899
i: 4145, data[i]: 1, leftsum = 89172, rightSum = 41900
i: 4144, data[i]: 0, leftsum = 89172, rightSum = 41900
i: 4143, data[i]: 0, leftsum = 89172, rightSum = 41900
i: 4142, data[i]: 2, leftsum = 89170, rightSum = 41902
i: 4141, data[i]: 1, leftsum = 89169, rightSum = 41903
i: 4140, data[i]: 1, leftsum = 89168, rightSum = 41904
i: 4139, data[i]: 1, leftsum = 89167, rightSum = 41905
i: 4138, data[i]: 1, leftsum = 89166, rightSum = 41906
i: 4137, data[i]: 1, leftsum = 89165, rightSum = 41907
i: 4136, data[i]: 1, leftsum = 89164, rightSum = 41908
i: 4135, data[i]: 2, leftsum = 89162, rightSum = 41910
i: 4134, data[i]: 2, leftsum = 89160, rightSum = 41912
i: 4133, data[i]: 2, leftsum = 89158, rightSum = 41914
i: 4132, data[i]: 1, leftsum = 89157, rightSum = 41915
i: 4131, data[i]: 1, leftsum = 89156, rightSum = 41916
i: 4130, data[i]: 2, leftsum = 89154, rightSum = 41918
i: 4129, data[i]: 2, leftsum = 89152, rightSum = 41920
i: 4128, data[i]: 8, leftsum = 89144, rightSum = 41928
i: 4127, data[i]: 8, leftsum = 89136, rightSum = 41936
i: 4126, data[i]: 8, leftsum = 89128, rightSum = 41944
i: 4125, data[i]: 2, leftsum = 89126, rightSum = 41946
i: 4124, data[i]: 2, leftsum = 89124, rightSum = 41948
i: 4123, data[i]: 2, leftsum = 89122, rightSum = 41950
i: 4122, data[i]: 1, leftsum = 89121, rightSum = 41951
i: 4121, data[i]: 1, leftsum = 89120, rightSum = 41952
i: 4120, data[i]: 8, leftsum = 89112, rightSum = 41960
i: 4119, data[i]: 8, leftsum = 89104, rightSum = 41968
i: 4118, data[i]: 16, leftsum = 89088, rightSum = 41984
i: 4117, data[i]: 16, leftsum = 89072, rightSum = 42000
i: 4116, data[i]: 16, leftsum = 89056, rightSum = 42016
i: 4115, data[i]: 4, leftsum = 89052, rightSum = 42020
i: 4114, data[i]: 1, leftsum = 89051, rightSum = 42021
i: 4113, data[i]: 1, leftsum = 89050, rightSum = 42022
i: 4112, data[i]: 2, leftsum = 89048, rightSum = 42024
i: 4111, data[i]: 8, leftsum = 89040, rightSum = 42032
i: 4110, data[i]: 16, leftsum = 89024, rightSum = 42048
i: 4109, data[i]: 4, leftsum = 89020, rightSum = 42052
i: 4108, data[i]: 4, leftsum = 89016, rightSum = 42056
i: 4107, data[i]: 8, leftsum = 89008, rightSum = 42064
i: 4106, data[i]: 4, leftsum = 89004, rightSum = 42068
i: 4105, data[i]: 2, leftsum = 89002, rightSum = 42070
i: 4104, data[i]: 2, leftsum = 89000, rightSum = 42072
i: 4103, data[i]: 4, leftsum = 88996, rightSum = 42076
i: 4102, data[i]: 1, leftsum = 88995, rightSum = 42077
i: 4101, data[i]: 0, leftsum = 88995, rightSum = 42077
i: 4100, data[i]: 0, leftsum = 88995, rightSum = 42077
i: 4099, data[i]: 0, leftsum = 88995, rightSum = 42077
i: 4098, data[i]: 1, leftsum = 88994, rightSum = 42078
i: 4097, data[i]: 1, leftsum = 88993, rightSum = 42079
i: 4096, data[i]: 1, leftsum = 88992, rightSum = 42080
i: 4095, data[i]: 4, leftsum = 88988, rightSum = 42084
i: 4094, data[i]: 4, leftsum = 88984, rightSum = 42088
i: 4093, data[i]: 2, leftsum = 88982, rightSum = 42090
i: 4092, data[i]: 2, leftsum = 88980, rightSum = 42092
i: 4091, data[i]: 2, leftsum = 88978, rightSum = 42094
i: 4090, data[i]: 1, leftsum = 88977, rightSum = 42095
i: 4089, data[i]: 1, leftsum = 88976, rightSum = 42096
i: 4088, data[i]: 8, leftsum = 88968, rightSum = 42104
i: 4087, data[i]: 8, leftsum = 88960, rightSum = 42112
i: 4086, data[i]: 8, leftsum = 88952, rightSum = 42120
i: 4085, data[i]: 8, leftsum = 88944, rightSum = 42128
i: 4084, data[i]: 2, leftsum = 88942, rightSum = 42130
i: 4083, data[i]: 2, leftsum = 88940, rightSum = 42132
i: 4082, data[i]: 4, leftsum = 88936, rightSum = 42136
i: 4081, data[i]: 4, leftsum = 88932, rightSum = 42140
i: 4080, data[i]: 4, leftsum = 88928, rightSum = 42144
i: 4079, data[i]: 32, leftsum = 88896, rightSum = 42176
i: 4078, data[i]: 4, leftsum = 88892, rightSum = 42180
i: 4077, data[i]: 2, leftsum = 88890, rightSum = 42182
i: 4076, data[i]: 2, leftsum = 88888, rightSum = 42184
i: 4075, data[i]: 1, leftsum = 88887, rightSum = 42185
i: 4074, data[i]: 1, leftsum = 88886, rightSum = 42186
i: 4073, data[i]: 1, leftsum = 88885, rightSum = 42187
i: 4072, data[i]: 0, leftsum = 88885, rightSum = 42187
i: 4071, data[i]: 0, leftsum = 88885, rightSum = 42187
i: 4070, data[i]: 0, leftsum = 88885, rightSum = 42187
i: 4069, data[i]: 1, leftsum = 88884, rightSum = 42188
i: 4068, data[i]: 0, leftsum = 88884, rightSum = 42188
i: 4067, data[i]: 2, leftsum = 88882, rightSum = 42190
i: 4066, data[i]: 2, leftsum = 88880, rightSum = 42192
i: 4065, data[i]: 8, leftsum = 88872, rightSum = 42200
i: 4064, data[i]: 1, leftsum = 88871, rightSum = 42201
i: 4063, data[i]: 1, leftsum = 88870, rightSum = 42202
i: 4062, data[i]: 2, leftsum = 88868, rightSum = 42204
i: 4061, data[i]: 1, leftsum = 88867, rightSum = 42205
i: 4060, data[i]: 1, leftsum = 88866, rightSum = 42206
i: 4059, data[i]: 2, leftsum = 88864, rightSum = 42208
i: 4058, data[i]: 8, leftsum = 88856, rightSum = 42216
i: 4057, data[i]: 8, leftsum = 88848, rightSum = 42224
i: 4056, data[i]: 8, leftsum = 88840, rightSum = 42232
i: 4055, data[i]: 8, leftsum = 88832, rightSum = 42240
i: 4054, data[i]: 1, leftsum = 88831, rightSum = 42241
i: 4053, data[i]: 0, leftsum = 88831, rightSum = 42241
i: 4052, data[i]: 1, leftsum = 88830, rightSum = 42242
i: 4051, data[i]: 2, leftsum = 88828, rightSum = 42244
i: 4050, data[i]: 4, leftsum = 88824, rightSum = 42248
i: 4049, data[i]: 8, leftsum = 88816, rightSum = 42256
i: 4048, data[i]: 8, leftsum = 88808, rightSum = 42264
i: 4047, data[i]: 8, leftsum = 88800, rightSum = 42272
i: 4046, data[i]: 32, leftsum = 88768, rightSum = 42304
i: 4045, data[i]: 16, leftsum = 88752, rightSum = 42320
i: 4044, data[i]: 4, leftsum = 88748, rightSum = 42324
i: 4043, data[i]: 4, leftsum = 88744, rightSum = 42328
i: 4042, data[i]: 8, leftsum = 88736, rightSum = 42336
i: 4041, data[i]: 1, leftsum = 88735, rightSum = 42337
i: 4040, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4039, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4038, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4037, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4036, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4035, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4034, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4033, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4032, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4031, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4030, data[i]: 0, leftsum = 88735, rightSum = 42337
i: 4029, data[i]: 1, leftsum = 88734, rightSum = 42338
i: 4028, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4027, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4026, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4025, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4024, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4023, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4022, data[i]: 0, leftsum = 88734, rightSum = 42338
i: 4021, data[i]: 1, leftsum = 88733, rightSum = 42339
i: 4020, data[i]: 0, leftsum = 88733, rightSum = 42339
i: 4019, data[i]: 1, leftsum = 88732, rightSum = 42340
i: 4018, data[i]: 0, leftsum = 88732, rightSum = 42340
i: 4017, data[i]: 0, leftsum = 88732, rightSum = 42340
i: 4016, data[i]: 0, leftsum = 88732, rightSum = 42340
i: 4015, data[i]: 0, leftsum = 88732, rightSum = 42340
i: 4014, data[i]: 1, leftsum = 88731, rightSum = 42341
i: 4013, data[i]: 0, leftsum = 88731, rightSum = 42341
i: 4012, data[i]: 0, leftsum = 88731, rightSum = 42341
i: 4011, data[i]: 0, leftsum = 88731, rightSum = 42341
i: 4010, data[i]: 1, leftsum = 88730, rightSum = 42342
i: 4009, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4008, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4007, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4006, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4005, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4004, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4003, data[i]: 0, leftsum = 88730, rightSum = 42342
i: 4002, data[i]: 2, leftsum = 88728, rightSum = 42344
i: 4001, data[i]: 1, leftsum = 88727, rightSum = 42345
i: 4000, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3999, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3998, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3997, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3996, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3995, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3994, data[i]: 0, leftsum = 88727, rightSum = 42345
i: 3993, data[i]: 1, leftsum = 88726, rightSum = 42346
i: 3992, data[i]: 0, leftsum = 88726, rightSum = 42346
i: 3991, data[i]: 0, leftsum = 88726, rightSum = 42346
i: 3990, data[i]: 0, leftsum = 88726, rightSum = 42346
i: 3989, data[i]: 0, leftsum = 88726, rightSum = 42346
i: 3988, data[i]: 0, leftsum = 88726, rightSum = 42346
i: 3987, data[i]: 0, leftsum = 88726, rightSum = 42346
i: 3986, data[i]: 1, leftsum = 88725, rightSum = 42347
i: 3985, data[i]: 1, leftsum = 88724, rightSum = 42348
i: 3984, data[i]: 1, leftsum = 88723, rightSum = 42349
i: 3983, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3982, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3981, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3980, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3979, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3978, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3977, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3976, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3975, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3974, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3973, data[i]: 0, leftsum = 88723, rightSum = 42349
i: 3972, data[i]: 1, leftsum = 88722, rightSum = 42350
i: 3971, data[i]: 0, leftsum = 88722, rightSum = 42350
i: 3970, data[i]: 0, leftsum = 88722, rightSum = 42350
i: 3969, data[i]: 0, leftsum = 88722, rightSum = 42350
i: 3968, data[i]: 1, leftsum = 88721, rightSum = 42351
i: 3967, data[i]: 0, leftsum = 88721, rightSum = 42351
i: 3966, data[i]: 0, leftsum = 88721, rightSum = 42351
i: 3965, data[i]: 0, leftsum = 88721, rightSum = 42351
i: 3964, data[i]: 0, leftsum = 88721, rightSum = 42351
i: 3963, data[i]: 0, leftsum = 88721, rightSum = 42351
i: 3962, data[i]: 1, leftsum = 88720, rightSum = 42352
i: 3961, data[i]: 0, leftsum = 88720, rightSum = 42352
i: 3960, data[i]: 0, leftsum = 88720, rightSum = 42352
i: 3959, data[i]: 8, leftsum = 88712, rightSum = 42360
i: 3958, data[i]: 2, leftsum = 88710, rightSum = 42362
i: 3957, data[i]: 1, leftsum = 88709, rightSum = 42363
i: 3956, data[i]: 0, leftsum = 88709, rightSum = 42363
i: 3955, data[i]: 1, leftsum = 88708, rightSum = 42364
i: 3954, data[i]: 4, leftsum = 88704, rightSum = 42368
i: 3953, data[i]: 1, leftsum = 88703, rightSum = 42369
i: 3952, data[i]: 0, leftsum = 88703, rightSum = 42369
i: 3951, data[i]: 1, leftsum = 88702, rightSum = 42370
i: 3950, data[i]: 1, leftsum = 88701, rightSum = 42371
i: 3949, data[i]: 1, leftsum = 88700, rightSum = 42372
i: 3948, data[i]: 0, leftsum = 88700, rightSum = 42372
i: 3947, data[i]: 0, leftsum = 88700, rightSum = 42372
i: 3946, data[i]: 0, leftsum = 88700, rightSum = 42372
i: 3945, data[i]: 1, leftsum = 88699, rightSum = 42373
i: 3944, data[i]: 1, leftsum = 88698, rightSum = 42374
i: 3943, data[i]: 2, leftsum = 88696, rightSum = 42376
i: 3942, data[i]: 2, leftsum = 88694, rightSum = 42378
i: 3941, data[i]: 2, leftsum = 88692, rightSum = 42380
i: 3940, data[i]: 1, leftsum = 88691, rightSum = 42381
i: 3939, data[i]: 1, leftsum = 88690, rightSum = 42382
i: 3938, data[i]: 2, leftsum = 88688, rightSum = 42384
i: 3937, data[i]: 8, leftsum = 88680, rightSum = 42392
i: 3936, data[i]: 8, leftsum = 88672, rightSum = 42400
i: 3935, data[i]: 2, leftsum = 88670, rightSum = 42402
i: 3934, data[i]: 2, leftsum = 88668, rightSum = 42404
i: 3933, data[i]: 1, leftsum = 88667, rightSum = 42405
i: 3932, data[i]: 0, leftsum = 88667, rightSum = 42405
i: 3931, data[i]: 0, leftsum = 88667, rightSum = 42405
i: 3930, data[i]: 0, leftsum = 88667, rightSum = 42405
i: 3929, data[i]: 0, leftsum = 88667, rightSum = 42405
i: 3928, data[i]: 1, leftsum = 88666, rightSum = 42406
i: 3927, data[i]: 0, leftsum = 88666, rightSum = 42406
i: 3926, data[i]: 0, leftsum = 88666, rightSum = 42406
i: 3925, data[i]: 0, leftsum = 88666, rightSum = 42406
i: 3924, data[i]: 2, leftsum = 88664, rightSum = 42408
i: 3923, data[i]: 8, leftsum = 88656, rightSum = 42416
i: 3922, data[i]: 4, leftsum = 88652, rightSum = 42420
i: 3921, data[i]: 2, leftsum = 88650, rightSum = 42422
i: 3920, data[i]: 2, leftsum = 88648, rightSum = 42424
i: 3919, data[i]: 8, leftsum = 88640, rightSum = 42432
i: 3918, data[i]: 8, leftsum = 88632, rightSum = 42440
i: 3917, data[i]: 1, leftsum = 88631, rightSum = 42441
i: 3916, data[i]: 0, leftsum = 88631, rightSum = 42441
i: 3915, data[i]: 0, leftsum = 88631, rightSum = 42441
i: 3914, data[i]: 1, leftsum = 88630, rightSum = 42442
i: 3913, data[i]: 1, leftsum = 88629, rightSum = 42443
i: 3912, data[i]: 0, leftsum = 88629, rightSum = 42443
i: 3911, data[i]: 1, leftsum = 88628, rightSum = 42444
i: 3910, data[i]: 4, leftsum = 88624, rightSum = 42448
i: 3909, data[i]: 4, leftsum = 88620, rightSum = 42452
i: 3908, data[i]: 4, leftsum = 88616, rightSum = 42456
i: 3907, data[i]: 4, leftsum = 88612, rightSum = 42460
i: 3906, data[i]: 4, leftsum = 88608, rightSum = 42464
i: 3905, data[i]: 1, leftsum = 88607, rightSum = 42465
i: 3904, data[i]: 1, leftsum = 88606, rightSum = 42466
i: 3903, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3902, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3901, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3900, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3899, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3898, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3897, data[i]: 0, leftsum = 88606, rightSum = 42466
i: 3896, data[i]: 2, leftsum = 88604, rightSum = 42468
i: 3895, data[i]: 2, leftsum = 88602, rightSum = 42470
i: 3894, data[i]: 2, leftsum = 88600, rightSum = 42472
i: 3893, data[i]: 4, leftsum = 88596, rightSum = 42476
i: 3892, data[i]: 1, leftsum = 88595, rightSum = 42477
i: 3891, data[i]: 0, leftsum = 88595, rightSum = 42477
i: 3890, data[i]: 0, leftsum = 88595, rightSum = 42477
i: 3889, data[i]: 0, leftsum = 88595, rightSum = 42477
i: 3888, data[i]: 1, leftsum = 88594, rightSum = 42478
i: 3887, data[i]: 0, leftsum = 88594, rightSum = 42478
i: 3886, data[i]: 0, leftsum = 88594, rightSum = 42478
i: 3885, data[i]: 0, leftsum = 88594, rightSum = 42478
i: 3884, data[i]: 0, leftsum = 88594, rightSum = 42478
i: 3883, data[i]: 0, leftsum = 88594, rightSum = 42478
i: 3882, data[i]: 0, leftsum = 88594, rightSum = 42478
i: 3881, data[i]: 1, leftsum = 88593, rightSum = 42479
i: 3880, data[i]: 1, leftsum = 88592, rightSum = 42480
i: 3879, data[i]: 1, leftsum = 88591, rightSum = 42481
i: 3878, data[i]: 1, leftsum = 88590, rightSum = 42482
i: 3877, data[i]: 2, leftsum = 88588, rightSum = 42484
i: 3876, data[i]: 2, leftsum = 88586, rightSum = 42486
i: 3875, data[i]: 2, leftsum = 88584, rightSum = 42488
i: 3874, data[i]: 1, leftsum = 88583, rightSum = 42489
i: 3873, data[i]: 0, leftsum = 88583, rightSum = 42489
i: 3872, data[i]: 0, leftsum = 88583, rightSum = 42489
i: 3871, data[i]: 1, leftsum = 88582, rightSum = 42490
i: 3870, data[i]: 1, leftsum = 88581, rightSum = 42491
i: 3869, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3868, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3867, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3866, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3865, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3864, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3863, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3862, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3861, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3860, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3859, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3858, data[i]: 0, leftsum = 88581, rightSum = 42491
i: 3857, data[i]: 0, leftsum = 88581, rightSum = 42491
